  2.00000000000000016E-005   1087.0671903155671        1086.4677212448073     
  2.05706612385935037E-005   1087.0485801184523        1086.4491213078074     
  2.11576051896486567E-005   1087.0294392494793        1086.4299909914409     
  2.17612964488085151E-005   1087.0097525862820        1086.4103151816762     
  2.23822128680523850E-005   1086.9895055516777        1086.3900793093565     
  2.30208459339396945E-005   1086.9686811784125        1086.3692664165756     
  2.36777011566463038E-005   1086.9472630105861        1086.3478600564981     
  2.43532984701012298E-005   1086.9252341307199        1086.3258433209633     
  2.50481726435404902E-005   1086.9025771389449        1086.3031988196858     
  2.57628737048038230E-005   1086.8792741404027        1086.2799086676646     
  2.64979673757093843E-005   1086.8553067312057        1086.2559544711471     
  2.72540355198510107E-005   1086.8306559840023        1086.2313173132063     
  2.80316766031724826E-005   1086.8053024331402        1086.2059777389106     
  2.88315061676834260E-005   1086.7792260594081        1086.1799157400708     
  2.96541573186917457E-005   1086.7524062743423        1086.1531107395638     
  3.05002812259383016E-005   1086.7248219041060        1086.1255415752109     
  3.13705476390305045E-005   1086.6964511729013        1086.0971864832043     
  3.22656454175827855E-005   1086.6672716859218        1086.0680230810697     
  3.31862830764836103E-005   1086.6372604118262        1086.0380283501445     
  3.41331893467206418E-005   1086.6063936647142        1086.0071786175706     
  3.51071137522079445E-005   1086.5746470856054        1085.9754495377774     
  3.61088272030718422E-005   1086.5419956233889        1085.9428160734440     
  3.71391226058650269E-005   1086.5084135152431        1085.9092524759319     
  3.81988154911919653E-005   1086.4738742665104        1085.8747322651673     
  3.92887446592423775E-005   1086.4383506299971        1085.8392282089544     
  4.04097728437437191E-005   1086.4018145847085        1085.8027123017205     
  4.15627873948583665E-005   1086.3642373139705        1085.7651557426507     
  4.27487009815657803E-005   1086.3255891829581        1085.7265289132301     
  4.39684523140859557E-005   1086.2858397155824        1085.6868013541396     
  4.52230068869157310E-005   1086.2449575707326        1085.6459417415167     
  4.65133577430662225E-005   1086.2029105178667        1085.6039178625506     
  4.78405262601062624E-005   1086.1596654119026        1085.5606965903962     
  4.92055629586341168E-005   1086.1151881674223        1085.5162438583907     
  5.06095483338173466E-005   1086.0694437321542        1085.4705246335427     
  5.20535937106590435E-005   1086.0223960597125        1085.4235028892963     
  5.35388421236674249E-005   1085.9740080815845        1085.3751415775280     
  5.50664692216251141E-005   1085.9242416783322        1085.3254025997658     
  5.66376841981742858E-005   1085.8730576499959        1085.2742467776079     
  5.82537307489541719E-005   1085.8204156856780        1085.2216338223266     
  5.99158880560486993E-005   1085.7662743322833        1085.1675223036189     
  6.16254718005234070E-005   1085.7105909623851        1085.1118696174970     
  6.33838352038531801E-005   1085.6533217412100        1085.0546319532875     
  6.51923700990650372E-005   1085.5944215927045        1084.9957642597169     
  6.70525080324439613E-005   1085.5338441646641        1084.9352202100586     
  6.89657213966737219E-005   1085.4715417928962        1084.8729521663201     
  7.09335245963097177E-005   1085.4074654644005        1084.8089111424374     
  7.29574752465063733E-005   1085.3415647795262        1084.7430467664556     
  7.50391754059476581E-005   1085.2737879130930        1084.6753072416734     
  7.71802728449573104E-005   1085.2040815744381        1084.6056393067036     
  7.93824623497916919E-005   1085.1323909663652        1084.5339881944562     
  8.16474870641483851E-005   1085.0586597429717        1084.4602975899784     
  8.39771398689520993E-005   1084.9828299663106        1084.3845095871457     
  8.63732648015098833E-005   1084.9048420618724        1084.3065646441648     
  8.88377585151595671E-005   1084.8246347728430        1084.2264015378605     
  9.13725717805661505E-005   1084.7421451131188        1084.1439573167088     
  9.39797110298547206E-005   1084.6573083190328        1084.0591672525989     
  9.66612399448025269E-005   1084.5700577997682        1083.9719647912636     
  9.94192810903467500E-005   1084.4803250864200        1083.8822815013789     
  1.02256017594701363E-004   1084.3880397796781        1083.7900470222635     
  1.05173694877412938E-004   1084.2931294960797        1083.6951890101730     
  1.08174622426722913E-004   1084.1955198128198        1083.5976330831290     
  1.11261175627643807E-004   1084.0951342110566        1083.4973027642616     
  1.14435797642195821E-004   1083.9918940176867        1083.3941194236156     
  1.17701001343292356E-004   1083.8857183455593        1083.2880022183922     
  1.21059371303805283E-004   1083.7765240320680        1083.1788680315808     
  1.24513565842384265E-004   1083.6642255761055        1083.0666314089422     
  1.28066319127649684E-004   1083.5487350733142        1082.9512044942969     
  1.31720443342424451E-004   1083.4299621496152        1082.8324969630880     
  1.35478830909718085E-004   1083.3078138929534        1082.7104159541645     
  1.39344456782225040E-004   1083.1821947832229        1082.5848659997450     
  1.43320380797149215E-004   1083.0530066203366        1082.4557489535191     
  1.47409750098218901E-004   1082.9201484503687        1082.3229639168417     
  1.51615801626809276E-004   1082.7835164897617        1082.1864071629689     
  1.55941864684144371E-004   1082.6430040475070        1082.0459720592883     
  1.60391363566606037E-004   1082.4985014452996        1081.9015489875087     
  1.64967820276237066E-004   1082.3498959355620        1081.7530252617364     
  1.69674857308582444E-004   1082.1970716173482        1081.6002850444177     
  1.74516200520076964E-004   1082.0399093500234        1081.4432092600664     
  1.79495682077247928E-004   1081.8782866647023        1081.2816755067504     
  1.84617243490067286E-004   1081.7120776733818        1081.1155579652707     
  1.89884938731855270E-004   1081.5411529757109        1080.9447273059825     
  1.95302937448203897E-004   1081.3653795633577        1080.7690505932103     
  2.00875528257460877E-004   1081.1846207218989        1080.5883911871952     
  2.06607122145387238E-004   1080.9987359301986        1080.4026086435174     
  2.12502255956673438E-004   1080.8075807572013        1080.2115586099530     
  2.18565595986080873E-004   1080.6110067560915        1080.0150927206846     
  2.24801941672048123E-004   1080.4088613557672        1079.8130584878322     
